wall_time_s,mode,can_id,input_x,input_y,intent_class,intent_heading_deg,supervisor_decision,reason,would_output_x,would_output_y,forwarded_x,forwarded_y,map_age_ms,round_trip_ms,envelope_age_ms,interval_ms,forwarded_to_controller,forwarded_to_joystick,transform_errors
1788384174.465389,enforce,02000200,0,0,released,,WAITING,operator_released,0,0,0,0,,,,,183,305,0
1788384174.475391,enforce,02000200,0,0,released,,WAITING,operator_released,0,0,0,0,,,,10.001,185,305,0
1788384174.485399,enforce,02000200,0,0,released,,WAITING,operator_released,0,0,0,0,,,,10.008,186,306,0
1788384174.495402,enforce,02000200,0,0,released,,WAITING,operator_released,0,0,0,0,,,,10.004,187,306,0
1788384174.505830,enforce,02000200,0,0,released,,WAITING,operator_released,0,0,0,0,,,,10.428,188,307,0
1788384174.515401,enforce,02000200,0,0,released,,WAITING,operator_released,0,0,0,0,,,,9.571,189,307,0
1788384174.525393,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,182.363,59.959,0.127,9.992,191,307,0
1788384174.535408,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,182.363,59.959,10.034,10.014,192,308,0
1788384174.545430,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,182.363,59.959,20.045,10.022,193,308,0
1788384174.555756,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,182.363,59.959,30.376,10.327,195,309,0
1788384174.565410,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,30.362,40.014,0.049,9.654,196,309,0
1788384174.575399,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,30.362,40.014,10.053,9.990,198,309,0
1788384174.585411,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,30.362,40.014,20.020,10.012,199,310,0
1788384174.595405,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,30.362,40.014,30.011,9.994,200,310,0
1788384174.605705,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,30.362,40.014,40.310,10.299,201,311,0
1788384174.615422,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,80.633,40.024,0.046,9.717,202,311,0
1788384174.625402,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,80.633,40.024,10.048,9.981,204,311,0
1788384174.635412,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,80.633,40.024,20.004,10.010,205,312,0
1788384174.645430,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,80.633,40.024,30.022,10.018,206,312,0
1788384174.655627,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,80.633,40.024,40.222,10.198,208,313,0
1788384174.665434,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,130.283,40.035,0.050,9.807,209,313,0
1788384174.675417,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,130.283,40.035,10.048,9.983,211,313,0
1788384174.685426,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,130.283,40.035,20.008,10.009,212,315,0
1788384174.695427,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,130.283,40.035,30.002,10.001,213,315,0
1788384174.705642,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,130.283,40.035,40.220,10.214,214,317,0
1788384174.715433,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,130.283,40.035,50.009,9.792,215,318,0
1788384174.725428,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,180.684,50.008,0.095,9.995,218,318,0
1788384174.735429,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,180.684,50.008,10.018,10.001,219,319,0
1788384174.745469,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,180.684,50.008,20.058,10.040,220,320,0
1788384174.755428,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,180.684,50.008,30.016,9.959,222,320,0
1788384174.765440,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,180.684,50.008,40.026,10.012,223,320,0
1788384174.775439,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.858,50.014,0.097,9.999,225,320,0
1788384174.785447,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.858,50.014,10.016,9.999,226,320,0
1788384174.795449,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.858,50.014,20.023,10.011,227,320,0
1788384174.805463,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.858,50.014,30.033,10.013,228,321,0
1788384174.815451,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,81.797,40.003,0.047,9.980,229,321,0
1788384174.825442,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,81.797,40.003,10.061,9.999,231,321,0
1788384174.835441,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,81.797,40.003,20.015,9.999,232,322,0
1788384174.845476,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,81.797,40.003,30.043,10.035,233,322,0
1788384174.855455,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,81.797,40.003,40.023,9.980,235,323,0
1788384174.865453,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,81.797,40.003,50.025,9.998,236,323,0
1788384174.875453,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.957,50.009,0.095,9.999,238,323,0
1788384174.885444,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.957,50.009,10.007,9.992,239,324,0
1788384174.895471,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.957,50.009,20.034,10.027,240,324,0
1788384174.905467,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.957,50.009,30.028,9.996,241,325,0
1788384174.915454,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.957,50.009,40.013,9.988,242,325,0
1788384174.925462,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,82.016,50.007,0.091,10.008,244,325,0
1788384174.935454,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,82.016,50.007,10.010,9.992,245,326,0
1788384174.945499,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,82.016,50.007,20.046,10.036,246,326,0
1788384174.955461,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,82.016,50.007,30.017,9.970,248,328,0
1788384174.965469,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,131.967,40.003,0.049,10.009,249,329,0
1788384174.975475,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,131.967,40.003,10.079,10.006,251,329,0
1788384174.985458,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,131.967,40.003,20.011,9.983,252,330,0
1788384174.995468,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,131.967,40.003,30.016,10.010,253,330,0
1788384175.005466,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,131.967,40.003,40.013,9.997,254,331,0
1788384175.015470,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,181.825,39.994,0.049,10.004,255,331,0
1788384175.025487,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,181.825,39.994,10.081,10.017,257,331,0
1788384175.035468,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,181.825,39.994,20.014,9.981,258,332,0
1788384175.045505,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,181.825,39.994,30.041,10.028,259,332,0
1788384175.055473,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,181.825,39.994,40.018,9.977,261,333,0
1788384175.065481,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.857,39.985,0.048,9.999,262,333,0
1788384175.075489,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.857,39.985,10.079,10.016,264,333,0
1788384175.085479,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.857,39.985,20.021,9.990,265,334,0
1788384175.095481,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.857,39.985,30.017,10.002,266,334,0
1788384175.105487,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.857,39.985,40.028,10.006,267,335,0
1788384175.115480,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,31.857,39.985,50.018,9.993,268,335,0
1788384175.125497,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,81.942,50.004,0.092,10.017,270,335,0
1788384175.135489,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,81.942,50.004,10.009,9.992,271,336,0
1788384175.145518,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,81.942,50.004,20.031,10.021,272,336,0
1788384175.155495,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,81.942,50.004,30.016,9.985,274,337,0
1788384175.165494,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,29.340,39.993,0.047,9.991,275,337,0
1788384175.175499,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,29.340,39.993,10.074,10.014,277,337,0
1788384175.185501,enforce,02000200,0,0,released,,STOP,operator_released,0,0,0,0,29.340,39.993,20.029,10.002,278,338,0
1788384175.195503,enforce,02000200,-1,0,released,,STOP,operator_released,0,0,0,0,29.340,39.993,30.032,10.002,279,338,0
1788384175.205533,enforce,02000200,-1,-3,released,,STOP,operator_released,0,0,0,0,29.340,39.993,40.060,10.030,280,340,0
1788384175.215494,enforce,02000200,-1,-5,reverse,168.690,STOP,envelope_precedes_current_input,0,0,0,0,79.450,40.036,0.069,9.961,281,341,0
1788384175.225504,enforce,02000200,-1,-8,reverse,172.875,STOP,envelope_precedes_current_input,0,0,0,0,79.450,40.036,10.055,10.011,283,341,0
1788384175.235509,enforce,02000200,-1,-12,reverse,175.236,STOP,envelope_precedes_current_input,0,0,0,0,79.450,40.036,19.994,10.005,284,342,0
1788384175.245512,enforce,02000200,-1,-15,reverse,176.186,STOP,envelope_precedes_current_input,0,0,0,0,79.450,40.036,29.998,10.002,286,343,0
1788384175.255509,enforce,02000200,-1,-18,reverse,176.820,STOP,envelope_precedes_current_input,0,0,0,0,79.450,40.036,39.994,9.997,288,344,0
1788384175.265515,enforce,02000200,-1,-21,reverse,177.274,SLOW,waiting_for_clear_envelopes,0,0,0,0,129.254,40.005,0.067,10.007,289,344,0
1788384175.275514,enforce,02000200,-1,-23,reverse,177.510,SLOW,waiting_for_clear_envelopes,0,0,0,0,129.254,40.005,10.077,9.999,291,344,0
1788384175.285506,enforce,02000200,-1,-26,reverse,177.797,SLOW,waiting_for_clear_envelopes,0,0,0,0,129.254,40.005,20.015,9.992,292,345,0
1788384175.295499,enforce,02000200,-2,-27,reverse,175.764,SLOW,waiting_for_clear_envelopes,0,0,0,0,129.254,40.005,30.001,9.993,293,345,0
1788384175.305521,enforce,02000200,-2,-30,reverse,176.186,SLOW,waiting_for_clear_envelopes,0,0,0,0,129.254,40.005,40.022,10.022,294,346,0
1788384175.315516,enforce,02000200,-2,-32,reverse,176.424,SLOW,waiting_for_clear_envelopes,0,0,0,0,179.506,40.002,0.057,9.995,295,346,0
1788384175.325508,enforce,02000200,-2,-34,reverse,176.634,SLOW,waiting_for_clear_envelopes,0,0,0,0,179.506,40.002,10.012,9.992,297,347,0
1788384175.335499,enforce,02000200,-2,-37,reverse,176.906,SLOW,waiting_for_clear_envelopes,0,0,0,0,179.506,40.002,20.045,9.990,298,348,0
1788384175.345527,enforce,02000200,-2,-40,reverse,177.138,SLOW,waiting_for_clear_envelopes,0,0,0,0,179.506,40.002,30.024,10.028,299,348,0
1788384175.355522,enforce,02000200,-3,-43,reverse,176.009,SLOW,waiting_for_clear_envelopes,0,0,0,0,179.506,40.002,40.018,9.995,301,349,0
1788384175.365527,enforce,02000200,-3,-46,reverse,176.269,SLOW,waiting_for_clear_envelopes,0,0,0,0,179.506,40.002,50.023,10.005,302,349,0
1788384175.375518,enforce,02000200,-3,-49,reverse,176.496,SLOW,waiting_for_clear_envelopes,0,0,0,0,30.563,40.019,0.054,9.991,304,349,0
1788384175.385533,enforce,02000200,-4,-50,reverse,175.426,SLOW,waiting_for_clear_envelopes,0,0,0,0,30.563,40.019,10.079,10.015,305,350,0
1788384175.395514,enforce,02000200,-4,-53,reverse,175.684,SLOW,waiting_for_clear_envelopes,0,0,0,0,30.563,40.019,20.019,9.981,306,350,0
1788384175.405519,enforce,02000200,-4,-54,reverse,175.764,SLOW,waiting_for_clear_envelopes,0,0,0,0,30.563,40.019,30.022,10.005,307,351,0
1788384175.415573,enforce,02000200,-4,-55,reverse,175.840,SLOW,waiting_for_clear_envelopes,0,0,0,0,80.801,30.035,0.052,10.054,308,351,0
1788384175.425520,enforce,02000200,-4,-56,reverse,175.914,SLOW,waiting_for_clear_envelopes,0,0,0,0,80.801,30.035,9.975,9.947,310,352,0
1788384175.435536,enforce,02000200,-4,-58,reverse,176.055,SLOW,waiting_for_clear_envelopes,0,0,0,0,80.801,30.035,20.033,10.016,311,353,0
1788384175.445541,enforce,02000200,-4,-60,reverse,176.186,SLOW,waiting_for_clear_envelopes,0,0,0,0,80.801,30.035,29.990,10.005,312,353,0
1788384175.455520,enforce,02000200,-4,-62,reverse,176.309,SLOW,waiting_for_clear_envelopes,0,0,0,0,80.801,30.035,39.968,9.979,314,355,0
1788384175.465541,enforce,02000200,-4,-64,reverse,176.424,SLOW,reverse_unmonitored_slow,-4,-58,-4,-58,130.660,30.008,0.086,10.020,315,356,0
1788384175.475541,enforce,02000200,-4,-66,reverse,176.532,SLOW,reverse_unmonitored_slow,-4,-58,-4,-58,130.660,30.008,10.038,10.000,317,356,0
1788384175.485539,enforce,02000200,-4,-68,reverse,176.634,SLOW,reverse_unmonitored_slow,-3,-58,-3,-58,130.660,30.008,20.071,9.998,318,358,0
1788384175.495533,enforce,02000200,-4,-69,reverse,176.682,SLOW,reverse_unmonitored_slow,-3,-58,-3,-58,130.660,30.008,30.018,9.994,319,358,0
1788384175.505532,enforce,02000200,-5,-70,reverse_left,175.914,SLOW,reverse_unmonitored_slow,-4,-58,-4,-58,130.660,30.008,40.015,9.999,320,359,0
1788384175.515555,enforce,02000200,-5,-71,reverse_left,175.972,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,180.635,30.016,0.062,10.023,321,359,0
1788384175.525536,enforce,02000200,-4,-71,reverse,176.775,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,180.635,30.016,10.007,9.981,323,359,0
1788384175.535553,enforce,02000200,-5,-71,reverse_left,175.972,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,180.635,30.016,20.074,10.017,324,360,0
1788384175.545559,enforce,02000200,-4,-70,reverse,176.730,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,180.635,30.016,30.027,10.005,325,360,0
1788384175.555549,enforce,02000200,-5,-71,reverse_left,175.972,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,180.635,30.016,40.022,9.991,327,361,0
1788384175.565558,enforce,02000200,-5,-71,reverse_left,175.972,SLOW,reverse_unmonitored_slow,-5,-65,-5,-65,30.886,30.006,0.061,10.008,328,361,0
1788384175.575546,enforce,02000200,-4,-71,reverse,176.775,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,30.886,30.006,10.020,9.989,330,361,0
1788384175.585564,enforce,02000200,-5,-71,reverse_left,175.972,SLOW,reverse_unmonitored_slow,-5,-65,-5,-65,30.886,30.006,20.085,10.018,331,362,0
1788384175.595551,enforce,02000200,-5,-73,reverse_left,176.082,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,30.886,30.006,30.020,9.988,332,362,0
1788384175.605546,enforce,02000200,-5,-74,reverse_left,176.135,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,30.886,30.006,40.018,9.994,333,363,0
1788384175.615557,enforce,02000200,-5,-76,reverse_left,176.236,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,81.126,29.990,0.060,10.011,334,363,0
1788384175.625542,enforce,02000200,-5,-77,reverse_left,176.285,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,81.126,29.990,10.014,9.985,336,363,0
1788384175.635557,enforce,02000200,-5,-77,reverse_left,176.285,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,81.126,29.990,20.029,10.015,337,364,0
1788384175.645585,enforce,02000200,-5,-78,reverse_left,176.332,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,81.126,29.990,30.096,10.028,338,364,0
1788384175.655554,enforce,02000200,-5,-78,reverse_left,176.332,SLOW,reverse_unmonitored_slow,-4,-65,-4,-65,81.126,29.990,40.025,9.969,340,365,0
1788384175.665568,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,32.471,80.002,0.060,10.014,341,365,0
1788384175.675553,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,32.471,80.002,10.014,9.984,343,365,0
1788384175.685558,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,32.471,80.002,20.019,10.005,344,367,0
1788384175.695561,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,32.471,80.002,30.016,10.004,345,367,0
1788384175.705550,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,32.471,80.002,40.053,9.989,346,369,0
1788384175.715570,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,82.151,69.993,0.061,10.019,347,370,0
1788384175.725560,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,82.151,69.993,10.015,9.991,350,370,0
1788384175.735561,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,82.151,69.993,20.011,10.000,351,371,0
1788384175.745593,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,82.151,69.993,30.044,10.032,352,373,0
1788384175.755561,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,82.151,69.993,40.059,9.968,354,374,0
1788384175.765593,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,131.689,60.037,0.061,10.022,355,374,0
1788384175.775565,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,131.689,60.037,10.009,9.981,357,374,0
1788384175.785573,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,131.689,60.037,20.010,10.008,358,375,0
1788384175.795584,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,131.689,60.037,30.019,10.011,359,375,0
1788384175.805573,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,131.689,60.037,40.056,9.989,360,376,0
1788384175.815586,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,181.861,60.021,0.062,10.005,361,376,0
1788384175.825576,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,181.861,60.021,10.023,9.998,363,376,0
1788384175.835578,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,181.861,60.021,20.023,10.002,364,377,0
1788384175.845612,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,181.861,60.021,30.059,10.033,365,377,0
1788384175.855582,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,181.861,60.021,40.075,9.970,367,378,0
1788384175.865588,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.518,60.016,0.058,10.006,368,378,0
1788384175.875585,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.518,60.016,10.021,9.997,370,378,0
1788384175.885587,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.518,60.016,20.026,10.003,371,379,0
1788384175.895622,enforce,02000200,-4,-79,reverse,177.101,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.518,60.016,30.056,10.035,372,379,0
1788384175.905586,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.518,60.016,40.066,9.964,373,380,0
1788384175.915587,enforce,02000200,-4,-78,reverse,177.064,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.787,60.004,0.059,10.002,374,381,0
1788384175.925598,enforce,02000200,-3,-78,reverse,177.797,SLOW,reverse_unmonitored_slow,-2,-65,-2,-65,81.787,60.004,10.040,10.010,376,381,0
1788384175.935606,enforce,02000200,-4,-79,reverse,177.101,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.787,60.004,20.049,10.008,377,382,0
1788384175.945642,enforce,02000200,-4,-79,reverse,177.101,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.787,60.004,30.081,10.036,378,382,0
1788384175.955612,enforce,02000200,-4,-79,reverse,177.101,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.787,60.004,40.096,9.971,380,384,0
1788384175.965615,enforce,02000200,-4,-79,reverse,177.101,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.479,60.031,0.060,10.003,381,385,0
1788384175.975606,enforce,02000200,-3,-78,reverse,177.797,SLOW,reverse_unmonitored_slow,-2,-65,-2,-65,31.479,60.031,10.013,9.991,383,385,0
1788384175.985608,enforce,02000200,-4,-79,reverse,177.101,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.479,60.031,20.018,10.002,384,386,0
1788384175.995629,enforce,02000200,-4,-79,reverse,177.101,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.479,60.031,30.039,10.021,385,386,0
1788384176.005616,enforce,02000200,-3,-79,reverse,177.825,SLOW,reverse_unmonitored_slow,-2,-65,-2,-65,31.479,60.031,40.071,9.987,386,387,0
1788384176.015607,enforce,02000200,-4,-80,reverse,177.138,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.863,59.996,0.059,9.991,387,387,0
1788384176.025627,enforce,02000200,-3,-80,reverse,177.852,SLOW,reverse_unmonitored_slow,-2,-65,-2,-65,81.863,59.996,10.045,10.021,389,387,0
1788384176.035621,enforce,02000200,-4,-81,reverse,177.173,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.863,59.996,20.044,9.994,390,388,0
1788384176.045641,enforce,02000200,-4,-82,reverse,177.207,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.863,59.996,30.055,10.012,391,388,0
1788384176.055626,enforce,02000200,-4,-83,reverse,177.241,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.863,59.996,40.092,9.994,393,389,0
1788384176.065625,enforce,02000200,-4,-83,reverse,177.241,SLOW,reverse_unmonitored_slow,-2,-65,-2,-65,131.565,60.006,0.066,9.990,394,389,0
1788384176.075638,enforce,02000200,-4,-83,reverse,177.241,SLOW,reverse_unmonitored_slow,-2,-65,-2,-65,131.565,60.006,10.049,10.021,396,389,0
1788384176.085613,enforce,02000200,-4,-85,reverse,177.306,SLOW,reverse_unmonitored_slow,-2,-65,-2,-65,131.565,60.006,20.021,9.975,397,390,0
1788384176.095624,enforce,02000200,-4,-85,reverse,177.306,SLOW,reverse_unmonitored_slow,-2,-65,-2,-65,131.565,60.006,30.027,10.011,398,390,0
1788384176.105622,enforce,02000200,-4,-87,reverse,177.368,SLOW,reverse_unmonitored_slow,-2,-65,-2,-65,131.565,60.006,40.024,9.997,399,391,0
1788384176.115616,enforce,02000200,-4,-87,reverse,177.368,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,181.810,60.004,0.118,9.995,400,391,0
1788384176.125650,enforce,02000200,-4,-88,reverse,177.397,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,181.810,60.004,10.050,10.034,402,391,0
1788384176.135631,enforce,02000200,-4,-89,reverse,177.427,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,181.810,60.004,20.024,9.981,403,392,0
1788384176.145642,enforce,02000200,-4,-90,reverse,177.455,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,181.810,60.004,30.035,10.011,404,392,0
1788384176.155631,enforce,02000200,-4,-90,reverse,177.455,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,181.810,60.004,40.023,9.989,406,393,0
1788384176.165628,enforce,02000200,-4,-91,reverse,177.483,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.519,50.001,0.116,9.997,407,393,0
1788384176.175642,enforce,02000200,-4,-92,reverse,177.510,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.519,50.001,10.041,10.014,409,393,0
1788384176.185642,enforce,02000200,-4,-93,reverse,177.537,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.519,50.001,20.035,9.999,410,394,0
1788384176.195646,enforce,02000200,-4,-93,reverse,177.537,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.519,50.001,30.036,10.004,411,394,0
1788384176.205650,enforce,02000200,-4,-93,reverse,177.537,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,31.519,50.001,40.041,10.005,412,396,0
1788384176.215634,enforce,02000200,-4,-93,reverse,177.537,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.936,50.002,0.109,9.984,413,397,0
1788384176.225653,enforce,02000200,-4,-93,reverse,177.537,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.936,50.002,10.045,10.019,415,397,0
1788384176.235644,enforce,02000200,-4,-93,reverse,177.537,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.936,50.002,20.033,9.991,416,398,0
1788384176.245651,enforce,02000200,-4,-93,reverse,177.537,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.936,50.002,30.040,10.008,417,399,0
1788384176.255660,enforce,02000200,-4,-93,reverse,177.537,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.936,50.002,40.049,10.009,419,400,0
1788384176.265649,enforce,02000200,-4,-93,reverse,177.537,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,81.936,50.002,50.098,9.989,420,400,0
1788384176.275656,enforce,02000200,-4,-93,reverse,177.537,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,131.714,60.026,0.061,10.007,422,400,0
1788384176.285655,enforce,02000200,-4,-93,reverse,177.537,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,131.714,60.026,10.020,9.998,423,401,0
1788384176.295657,enforce,02000200,-4,-93,reverse,177.537,SLOW,reverse_unmonitored_slow,-3,-65,-3,-65,131.714,60.026,20.021,10.002,424,401,0
1788384176.305662,enforce,02000200,-3,-93,reverse,178.152,SLOW,reverse_unmonitored_slow,-2,-65,-2,-65,131.714,60.026,30.025,10.006,425,402,0
1788384176.315662,enforce,02000200,-3,-94,reverse,178.172,SLOW,reverse_unmonitored_slow,-2,-65,-2,-65,181.950,50.008,0.109,9.999,426,402,0
1788384176.325659,enforce,02000200,-3,-94,reverse,178.172,SLOW,reverse_unmonitored_slow,-2,-65,-2,-65,181.950,50.008,10.028,9.997,428,403,0
1788384176.335657,enforce,02000200,-2,-94,reverse,178.781,SLOW,reverse_unmonitored_slow,-1,-65,-1,-65,181.950,50.008,20.024,9.998,429,404,0
